state,office,pres_voteshare_d,name,inc,deny,voteshare_g
NY,H,0.7677649855613708,"DASHEVSKY, YURI",0,1,0.2827586829662323
NY,H,0.859790563583374,"HAMDAN, BENINE A.",0,1,0.15322716534137726
NY,H,0.46144649386405945,"MALLIOTAKIS, NICOLE",1,1,0.617658793926239
NY,H,0.8604671359062195,"ZUMBLUSKAS, MICHAEL K.",0,0,0.1802516132593155
NY,H,0.7849489450454712,"FORTE, TINA",0,1,0.2791813910007477
NY,H,0.8520366549491882,"SAPASKIS, STYLO A.",0,0,0.17209170758724213
NY,H,0.7206345796585083,"FLISSER, MIRIAM L.",0,0,0.3569946587085724
NY,H,0.5508691072463989,"LAWLER, MICHAEL V.",0,0,0.5031898617744446
NY,H,0.5424647331237793,"SCHMITT, COLIN J.",0,0,0.4932708442211151
NY,H,0.5236138105392456,"MOLINARO, MARCUS",0,0,0.5078170299530029
NY,H,0.5978383421897888,"JOY, ELIZABETH L.",0,1,0.4492754638195038
NY,H,0.43687543272972107,"STEFANIK, ELISE M.",1,1,0.5915052890777588
NY,H,0.5380956530570984,"WILLIAMS, BRANDON M.",0,0,0.5049002170562744
NY,H,0.4122231602668762,"LANGWORTHY, NICK",0,0,0.6492210626602173
NY,H,0.4119804799556732,"TENNEY, CLAUDIA",1,1,0.6570401787757874
NY,H,0.6006521582603455,"SINGLETARY, LA'RON D.",0,0,0.46131986379623413
NY,H,0.6190828084945679,"SAMS, STEVEN L., II",0,0,0.3602409362792969
NY,SEN,0.6172717809677124,"PINION, JOE",0,0,0.42962464690208435
OH,AG,0.45923301577568054,"YOST, DAVE",1,1,0.6012861132621765
OH,GOV,0.45923301577568054,"DEWINE, MIKE",1,0,0.6254189014434814
OH,H,0.542948842048645,"CHABOT, STEVE",1,1,0.4724124073982239
OH,H,0.270124614238739,"WENSTRUP, BRAD",1,1,0.7450380325317383
OH,H,0.7221375703811646,"STAHLEY, LEE R.",0,0,0.29544514417648315
OH,H,0.3187776505947113,"JORDAN, JIM",1,1,0.6919484734535217
OH,H,0.3639075756072998,"LATTA, BOB",1,1,0.6690898537635803
OH,H,0.35440269112586975,"JOHNSON, BILL",1,1,0.6772271990776062
OH,H,0.45332637429237366,"MILLER, MAX",0,1,0.5535722970962524
OH,H,0.38825321197509766,"DAVIDSON, WARREN",1,1,0.646384596824646
OH,H,0.48515820503234863,"MAJEWSKI, J. R.",0,1,0.4336640238761902
OH,H,0.48209574818611145,"TURNER, MIKE",1,0,0.6166704893112183
OH,H,0.7910472750663757,"BREWER, ERIC J.",0,0,0.22246535122394562
OH,H,0.343280166387558,"BALDERSON, TROY",1,0,0.6926805377006531
OH,H,0.5143039226531982,"GILBERT, MADISON GESIOTTO",0,1,0.4732374846935272
OH,H,0.42426058650016785,"JOYCE, DAVID P.",1,0,0.6174131631851196
OH,H,0.46564197540283203,"CAREY, MIKE",1,0,0.5695977210998535
OH,SEN,0.45923301577568054,"VANCE, J. D.",0,1,0.5305722951889038
OH,SOS,0.45923301577568054,"LAROSE, FRANK",1,0,0.5990830063819885
OK,AG,0.3305996060371399,"DRUMMOND, GENTNER F.",0,0,1
OK,GOV,0.3305996060371399,"STITT, KEVIN",1,0,0.5702611207962036
OK,H,0.39042118191719055,"HERN, KEVIN",1,1,0.6381438374519348
OK,H,0.2281256467103958,"BRECHEEN, JOSH",0,1,0.7559235692024231
OK,H,0.27162283658981323,"LUCAS, FRANK D.",1,1,0.745393693447113
OK,H,0.33796530961990356,"COLE, TOM",1,1,0.667475700378418
OK,H,0.41337355971336365,"BICE, STEPHANIE",1,1,0.6120249629020691
OK,SEN,0.3305996060371399,"LANKFORD, JAMES",1,0,0.6670332551002502
OR,GOV,0.5830715894699097,"DRAZAN, CHRISTINE",0,0,0.48112305998802185
OR,H,0.701723039150238,"MANN, CHRISTOPHER A.",0,1,0.3197750151157379
OR,H,0.3748795688152313,"BENTZ, CLIFF S.",1,1,0.6759718656539917
OR,H,0.7419682741165161,"HARBOUR, JOANNA",0,1,0.2732788622379303
OR,H,0.5653933882713318,"SKARLATOS, ALEK",0,0,0.4601215422153473
OR,H,0.5454657673835754,"CHAVEZ-DEREMER, LORI",0,0,0.5104174017906189
OR,H,0.5677350759506226,"ERICKSON, MIKE",0,0,0.4874434769153595
OR,SEN,0.5830715894699097,"PERKINS, JO RAE",0,1,0.4229573607444763
PA,GOV,0.5060060620307922,"MASTRIANO, DOUGLAS V.",0,1,0.42478954792022705
PA,H,0.5234449505805969,"FITZPATRICK, BRIAN",1,0,0.5486716628074646
PA,H,0.7153488397598267,"BASHIR, HAROON",0,1,0.24348226189613342
PA,H,0.5956887602806091,"NASCIMENTO, SERGIO CHRISTIAN",0,0,0.3871096074581146
PA,H,0.6628207564353943,"GALLUCH, DAVID LEWCZYK",0,0,0.3491843044757843
PA,H,0.5744640827178955,"CIARROCCHI, GUY LOUIS",0,0,0.41685783863067627
PA,H,0.5031357407569885,"SCHELLER, LISA JANE",0,0,0.49016979336738586
PA,H,0.4853254556655884,"BOGNET, JAMES ROCCO",0,1,0.4877547323703766
PA,H,0.3146727979183197,"MEUSER, DANIEL P.",1,1,0.6931084990501404
PA,H,0.4790289103984833,"PERRY, SCOTT G.",1,1,0.5383346080780029
PA,H,0.3920905292034149,"SMUCKER, LLOYD K.",1,1,0.6154513955116272
PA,H,0.6008439064025879,"DOYLE, MICHAEL J.",0,0,0.43803176283836365
PA,H,0.2711683511734009,"JOYCE, JOHN",1,1,1
PA,H,0.3407665193080902,"RESCHENTHALER, GUY",1,1,1
PA,H,0.3123437762260437,"THOMPSON, GLENN WILLIAM",1,1,0.699393093585968
PA,H,0.39544686675071716,"KELLY, GEORGE J.",1,1,0.5936216115951538
PA,H,0.5295180082321167,"SHAFFER, JEREMY KEVIN",0,0,0.4660781919956207
PA,SEN,0.5060060620307922,"OZ, MEHMET C.",0,1,0.4748245179653168
RI,AG,0.6059936285018921,"CALENDA, CHARLES C.",0,0,0.38427457213401794
RI,GOV,0.6059936285018921,"KALUS, ASHLEY MARIE",0,0,0.40154320001602173
RI,H,0.6476219296455383,"WATERS, ALLEN R.",0,0,0.35846981406211853
RI,H,0.5697441697120667,"FUNG, ALLAN W.",0,0,0.48090338706970215
RI,SOS,0.6059936285018921,"CORTELLESSA, PAT V.",0,0,0.4036577045917511
SC,AG,0.4407339096069336,"WILSON, ALAN",1,1,1
SC,GOV,0.4407339096069336,"MCMASTER, HENRY",1,0,0.5879762768745422
SC,H,0.45610135793685913,"MACE, NANCY",1,0,0.5704147219657898
SC,H,0.44625839591026306,"WILSON, JOE",1,1,0.6009398698806763
SC,H,0.3099824786186218,"DUNCAN, JEFF",1,1,1
SC,H,0.40553128719329834,"TIMMONS, WILLIAM",1,1,1
SC,H,0.4079049825668335,"NORMAN, RALPH",1,1,0.6500394940376282
SC,H,0.6628762483596802,"BUCKNER, DUKE",0,0,0.3789290487766266
SC,H,0.40576502680778503,"FRY, RUSSELL",0,1,0.6487552523612976
SC,SEN,0.4407339096069336,"SCOTT, TIM",1,0,0.6294824481010437
SC,SOS,0.4407339096069336,"HAMMOND, MARK",1,0,0.6336976885795593
SD,AG,0.3656522035598755,"JACKLEY, MARTY J.",0,0,1
SD,GOV,0.3656522035598755,"NOEM, KRISTI",1,1,0.6379948258399963
SD,H,0.3656522035598755,"JOHNSON, DUSTY",1,0,1
SD,SEN,0.3656522035598755,"THUNE, JOHN R.",1,0,0.7269705533981323
SD,SOS,0.3656522035598755,"JOHNSON, MONAE",0,0,0.6389807462692261
TN,GOV,0.3817223012447357,"LEE, BILL",1,1,0.6634852886199951
TN,H,0.2241925746202469,"HARSHBARGER, DIANA LYNN",1,1,0.7989636063575745
TN,H,0.3510656952857971,"BURCHETT, TIM",1,1,0.6790895462036133
TN,H,0.3375000059604645,"FLEISCHMANN, CHUCK",1,1,0.6936940550804138
TN,H,0.3077681362628937,"DESJARLAIS, SCOTT",1,1,0.7327251434326172
TN,H,0.4422290325164795,"OGLES, ANDY",0,1,0.5688517093658447
TN,H,0.35154828429222107,"ROSE, JOHN",1,1,0.6633139252662659
TN,H,0.4225674271583557,"GREEN, MARK E.",1,1,0.6111875176429749
TN,H,0.3107609748840332,"KUSTOFF, DAVID",1,1,0.7527769207954407
TN,H,0.7446351647377014,"BERGMANN, CHARLOTTE",0,1,0.27243393659591675
TX,AG,0.4716928005218506,"PAXTON, KEN",1,1,0.5502632260322571
TX,GOV,0.4716928005218506,"ABBOTT, GREG",1,1,0.5552790760993958
TX,H,0.2679078280925751,"MORAN, NATHANIEL",0,0,0.7807996273040771
TX,H,0.38452449440956116,"CRENSHAW, DAN",1,1,0.6591383814811707
TX,H,0.4267961382865906,"SELF, KEITH",0,1,0.6212716698646545
TX,H,0.36855122447013855,"FALLON, PAT",1,1,0.6832333207130432
TX,H,0.38645222783088684,"GOODEN, LANCE",1,1,0.6533911824226379
TX,H,0.3786802291870117,"ELLZEY, JAKE",1,1,1
TX,H,0.6507163047790527,"TEAGUE, JOHNNY",0,0,0.3620709478855133
TX,H,0.3623178005218506,"LUTTRELL, MORGAN",0,1,0.6902525424957275
TX,H,0.7700594663619995,"LEON, JIMMY I.",0,0,0.23324796557426453
TX,H,0.40448394417762756,"MCCAUL, MICHAEL",1,0,0.6485828161239624
TX,H,0.2952992022037506,"PFLUGER, AUGUST",1,1,1
TX,H,0.40784594416618347,"GRANGER, KAY",1,0,0.6427163481712341
TX,H,0.26887956261634827,"JACKSON, RONNY",1,1,0.7535367012023926
TX,H,0.35528606176376343,"WEBER, RANDY",1,1,0.701589047908783
TX,H,0.48544901609420776,"DE LA CRUZ, MONICA",0,1,0.5432031154632568
TX,H,0.6799081563949585,"JACKSON, IRENE ARMENDARIZ",0,1,0.365365207195282
TX,H,0.38559064269065857,"SESSIONS, PETE",1,1,0.6648343205451965
TX,H,0.7460650205612183,"MONTIEL, CARMEN MARIA",0,1,0.2703232765197754
TX,H,0.26547425985336304,"ARRINGTON, JODEY C.",1,1,1
TX,H,0.6681875586509705,"SINCLAIR, KYLE",0,1,0.3157351613044739
TX,H,0.40005505084991455,"ROY, CHIP",1,0,0.6284093856811523
TX,H,0.4187091588973999,"NEHLS, TROY E.",1,1,0.6365507245063782
TX,H,0.46359995007514954,"GONZALES, TONY",1,0,0.5903409123420715
TX,H,0.4372888207435608,"VANDUYNE, BETH",1,1,0.5974884629249573
TX,H,0.34210509061813354,"WILLIAMS, ROGER",1,1,1
TX,H,0.4059099853038788,"BURGESS, MICHAEL C.",1,1,1
TX,H,0.3863747715950012,"CLOUD, MICHAEL",1,1,0.6444376707077026
TX,H,0.5356675386428833,"GARCIA, CASSY",0,0,0.4334917664527893
TX,H,0.6858595609664917,"SCHAFRANEK, ROBERT",0,0,0.2859286963939667
TX,H,0.7872181534767151,"RODGERS, JAMES",0,0,0.15125352144241333
TX,H,0.39683106541633606,"CARTER, JOHN",1,1,1
TX,H,0.6676234006881714,"SWAD, ANTONIO",0,0,0.34644702076911926
TX,H,0.753020703792572,"GILLESPIE, PATRICK DAVID",0,0,0.2624186873435974
TX,H,0.5784692764282227,"FLORES, MAYRA",1,1,0.45615220069885254
TX,H,0.730440616607666,"MCQUEEN, DAN",0,0,0.2742316722869873
TX,H,0.34008297324180603,"BABIN, BRIAN",1,1,0.6946020126342773
TX,H,0.7690646648406982,"SHARON, JENNY GARCIA",0,1,0.21456167101860046
TX,H,0.4080974757671356,"HUNT, WESLEY",0,0,0.6393030285835266
UT,H,0.396262526512146,"MOORE, BLAKE D.",1,0,0.669746994972229
UT,H,0.4109998643398285,"STEWART, CHRIS",1,1,0.6370980739593506
UT,H,0.3996133506298065,"CURTIS, JOHN",1,0,0.6856046915054321
UT,H,0.36439990997314453,"OWENS, BURGESS",1,1,0.6536699533462524
UT,SEN,0.3930639624595642,"LEE, MIKE",1,0,1
VA,H,0.4686523675918579,"WITTMAN, ROBERT JOSEPH",1,1,0.5657691955566406
VA,H,0.5097495913505554,"KIGGANS, JENNIFER ANN",0,1,0.5170445442199707
VA,H,0.6951131820678711,"NAMKUNG, TERRY T.",0,0,0.32638296484947205
VA,H,0.6807006001472473,"BENJAMIN, LEON",0,1,0.34963831305503845
VA,H,0.4580744206905365,"GOOD, ROBERT GEORGE",1,1,0.57681804895401
VA,H,0.39068564772605896,"CLINE, BENJAMIN LEE",1,1,0.6450018882751465
VA,H,0.5345297455787659,"VEGA, YESLI ISABEL",0,1,0.476690411567688
VA,H,0.7838411331176758,"LIPSMAN, KARINA ALLISON",0,0,0.25189805030822754
VA,H,0.2881041467189789,"GRIFFITH, HOWARD MORGAN",1,1,0.7340130805969238
VA,H,0.5916463136672974,"CAO, HUNG",0,1,0.4674491286277771
VA,H,0.7093220949172974,"MYLES, JAMES G.",0,0,0.33111515641212463
VT,AG,0.6829918622970581,"TAGLIAVIA, MICHAEL",0,0,0.34816330671310425
VT,GOV,0.6829918622970581,"SCOTT, PHIL",1,0,0.7475988864898682
VT,H,0.6829918622970581,"MADDEN, LIAM",0,0,0.3075706958770752
VT,SEN,0.6829918622970581,"MALLOY, GERALD",0,0,0.29045310616493225
VT,SOS,0.6829918622970581,"PAIGE, H. BROOKE",0,1,0.348189115524292
WA,H,0.6574051976203918,"CAVALERI, VINCENT J.",0,0,0.3643777370452881
WA,H,0.6177293062210083,"MATTHEWS, DAN",0,0,0.39824792742729187
WA,H,0.47844046354293823,"KENT, JOE",0,1,0.4958663284778595
WA,H,0.4130774438381195,"NEWHOUSE, DAN",1,1,0.6805208325386047
WA,H,0.4486604928970337,"RODGERS, CATHY MCMORRIS",1,1,0.5965474843978882
WA,H,0.5887414216995239,"KREISELMAIER, ELIZABETH",0,1,0.3993334472179413
WA,H,0.8850531578063965,"MOON, CLIFF",0,0,0.14254428446292877
WA,H,0.534521758556366,"LARKIN, MATT",0,0,0.4656291902065277
WA,H,0.7308759689331055,"BASLER, DOUG",0,1,0.28252923488616943
WA,H,0.5913209915161133,"SWANK, KEITH R.",0,1,0.42936021089553833
WA,SEN,0.5992550253868103,"SMILEY, TIFFANY",0,0,0.4272470772266388
WI,AG,0.5031906366348267,"TONEY, ERIC",0,0,0.49335041642189026
WI,GOV,0.5031906366348267,"MICHELS, TIM",0,1,0.48282673954963684
WI,H,0.48981958627700806,"STEIL, BRYAN",1,0,0.5448757410049438
WI,H,0.7116993069648743,"OLSEN, ERIK",0,0,0.2749103009700775
WI,H,0.47620004415512085,"VAN ORDEN, DERRICK",0,1,0.5185163021087646
WI,H,0.7686659693717957,"ROGERS, TIM",0,0,0.23099572956562042
WI,H,0.3839337229728699,"FITZGERALD, SCOTT",1,1,0.6442686319351196
WI,H,0.42037516832351685,"GROTHMAN, GLENN",1,0,1
WI,H,0.39865583181381226,"TIFFANY, TOM",1,1,0.6188210248947144
WI,H,0.42132091522216797,"GALLAGHER, MIKE",1,0,1
WI,SEN,0.5031906366348267,"JOHNSON, RON",1,1,0.5050455927848816
WI,SOS,0.5031906366348267,"LOUDENBECK, AMY LYNN",0,0,0.4985292851924896
WV,H,0.29225295782089233,"MILLER, CAROL",1,1,0.6984037160873413
WV,H,0.31156811118125916,"MOONEY, ALEXANDER X.",1,1,0.6556863188743591
WY,GOV,0.2751956582069397,"GORDON, MARK",1,0,0.8240299820899963
WY,H,0.2751956582069397,"HAGEMAN, HARRIET",0,1,0.7367042899131775
WY,SOS,0.2751956582069397,"GRAY, CHUCK",0,1,1
